time,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval,TEY,D3,D4,MCP,mesh,scaler_time,D4calc,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval
1638585508.152524,-5361.503,-5361.555555555556,0,x,0,-5361.555555555556,3036.0,641.0,3081.0,0.0,14532.0,0.1,0.2120148637489678,72.92714238179002,72.9223967079588,0,kth,0,217.76674567383122,31.2,31.200000000000003,0,tth,0,-31.200000000000003
1638585508.8049855,-5366.5830000000005,-5366.569444444444,0,x,0,-5366.569444444444,2935.0,641.0,2887.0,0.0,14513.0,0.1,0.19892510163301869,72.97114238179,72.97239670795881,0,kth,0,217.7167456738312,31.3,31.3,0,tth,0,-31.3
1638585509.4897835,-5371.475,-5371.583333333333,0,x,0,-5371.583333333333,2893.0,632.0,2838.0,0.0,14505.0,0.1,0.19565667011375387,73.02114238179001,73.02239670795882,0,kth,0,217.6667456738312,31.400000000000002,31.4,0,tth,0,-31.4
1638585510.1390564,-5376.537,-5376.597222222223,0,x,0,-5376.597222222223,2971.0,645.0,2933.0,0.0,14536.0,0.1,0.2017749036873968,73.07014238179002,73.07239670795883,0,kth,0,217.6167456738312,31.5,31.5,0,tth,0,-31.5
1638585510.7739959,-5381.5560000000005,-5381.611111111111,0,x,0,-5381.611111111111,2931.0,625.0,3102.0,0.0,14524.0,0.1,0.21357752685210685,73.12114238179001,73.12239670795881,0,kth,0,217.5667456738312,31.6,31.6,0,tth,0,-31.6
1638585511.709095,-5386.597,-5386.625,0,x,0,-5386.625,2994.0,643.0,3446.0,0.0,14522.0,0.1,0.23729513841068722,73.17614238179002,73.1723967079588,0,kth,0,217.51674567383122,31.7,31.700000000000003,0,tth,0,-31.700000000000003
1638585512.3572757,-5391.648,-5391.638888888889,0,x,0,-5391.638888888889,2864.0,629.0,3416.0,0.0,14536.0,0.1,0.23500275178866262,73.21914238179002,73.22239670795881,0,kth,0,217.4667456738312,31.8,31.8,0,tth,0,-31.8
1638585513.0467958,-5396.625,-5396.652777777777,0,x,0,-5396.652777777777,2937.0,629.0,3738.0,0.0,14532.0,0.1,0.25722543352601157,73.27314238179002,73.27239670795882,0,kth,0,217.4167456738312,31.900000000000002,31.9,0,tth,0,-31.9
1638585513.6704938,-5401.56,-5401.666666666667,0,x,0,-5401.666666666667,2832.0,618.0,3728.0,0.0,14536.0,0.1,0.2564667033571822,73.32314238179,73.32239670795883,0,kth,0,217.3667456738312,32.0,32.0,0,tth,0,-32.0
1638585514.3171895,-5406.6720000000005,-5406.680555555556,0,x,0,-5406.680555555556,2807.0,641.0,3786.0,0.0,14526.0,0.1,0.26063610078479965,73.37414238179002,73.37239670795881,0,kth,0,217.3167456738312,32.1,32.1,0,tth,0,-32.1
