time,D4calc,TEY,D3,D4,MCP,mesh,scaler_time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,kappa_motors_m2,kappa_motors_m2_user_setpoint,kappa_motors_m2_sync,kappa_motors_m2_desc,kappa_motors_m2_homf,kappa_motors_m2_dval
1638733100.8574626,0.5634765625,5647.0,10.0,2308.0,0.0,4096.0,0.1,18.6,18.6,0,tth,0,-18.6,66.77514238179,66.77709960277627,0,kth,0,223.91204277901375,2669.514,2669.4583333333335,0,x,0,2669.4583333333335
1638733102.1276717,0.5639520665199316,5655.0,10.0,2306.0,0.0,4089.0,0.1,18.7,18.7,0,tth,0,-18.7,66.83014238179001,66.82709960277629,0,kth,0,223.86204277901373,2664.4500000000003,2664.4375,0,x,0,2664.4375
1638733103.427534,0.5593054536561507,5575.0,10.0,2287.0,0.0,4089.0,0.1,18.8,18.8,0,tth,0,-18.8,66.87514238179003,66.8770996027763,0,kth,0,223.81204277901372,2659.446,2659.4166666666665,0,x,0,2659.4166666666665
1638733104.695375,0.5399657785382547,5543.0,10.0,2209.0,0.0,4091.0,0.1,18.900000000000002,18.9,0,tth,0,-18.9,66.92514238179001,66.92709960277631,0,kth,0,223.7620427790137,2654.414,2654.3958333333335,0,x,0,2654.3958333333335
1638733105.9709022,0.5134540117416829,5611.0,10.0,2099.0,0.0,4088.0,0.1,19.0,19.0,0,tth,0,-19.0,66.97314238179001,66.97709960277629,0,kth,0,223.71204277901373,2649.507,2649.375,0,x,0,2649.375
1638733107.2848847,0.4833822091886608,5522.0,10.0,1978.0,0.0,4092.0,0.1,19.1,19.1,0,tth,0,-19.1,67.02914238179002,67.02709960277627,0,kth,0,223.66204277901375,2644.372,2644.3541666666665,0,x,0,2644.3541666666665
1638733108.650258,0.4598825831702544,5480.0,10.0,1880.0,0.0,4088.0,0.1,19.2,19.2,0,tth,0,-19.2,67.07414238179001,67.07709960277629,0,kth,0,223.61204277901373,2639.4120000000003,2639.3333333333335,0,x,0,2639.3333333333335
1638733109.956588,0.4477356181150551,5486.0,11.0,1829.0,0.0,4085.0,0.1,19.3,19.3,0,tth,0,-19.3,67.12214238179001,67.1270996027763,0,kth,0,223.56204277901372,2634.357,2634.3125,0,x,0,2634.3125
1638733111.2109919,0.44699560332193455,5438.0,10.0,1830.0,0.0,4094.0,0.1,19.400000000000002,19.4,0,tth,0,-19.4,67.17514238179001,67.17709960277631,0,kth,0,223.5120427790137,2629.317,2629.2916666666665,0,x,0,2629.2916666666665
1638733112.540185,0.45849609375,5335.0,9.0,1878.0,0.0,4096.0,0.1,19.5,19.5,0,tth,0,-19.5,67.22814238179001,67.22709960277629,0,kth,0,223.46204277901373,2624.355,2624.2708333333335,0,x,0,2624.2708333333335
1638733113.8227324,0.4708904109589041,5407.0,10.0,1925.0,0.0,4088.0,0.1,19.6,19.6,0,tth,0,-19.6,67.27514238179,67.27709960277627,0,kth,0,223.41204277901375,2619.27,2619.25,0,x,0,2619.25
1638733115.0786898,0.4812821140200636,5356.0,10.0,1967.0,0.0,4087.0,0.1,19.7,19.7,0,tth,0,-19.7,67.32714238179003,67.32709960277629,0,kth,0,223.36204277901373,2614.255,2614.2291666666665,0,x,0,2614.2291666666665
1638733116.4215088,0.4718826405867971,5404.0,9.0,1930.0,0.0,4090.0,0.1,19.8,19.8,0,tth,0,-19.8,67.38014238179002,67.3770996027763,0,kth,0,223.31204277901372,2609.2110000000002,2609.2083333333335,0,x,0,2609.2083333333335
1638733117.9197097,0.462573385518591,5232.0,10.0,1891.0,0.0,4088.0,0.1,19.900000000000002,19.9,0,tth,0,-19.9,67.43114238179001,67.42709960277631,0,kth,0,223.2620427790137,2604.2110000000002,2604.1875,0,x,0,2604.1875
1638733119.142665,0.4522355240654776,5299.0,10.0,1851.0,0.0,4093.0,0.1,20.0,20.0,0,tth,0,-20.0,67.47314238179001,67.47709960277629,0,kth,0,223.21204277901373,2599.227,2599.1666666666665,0,x,0,2599.1666666666665
1638733120.393991,0.41534326899584656,5325.0,10.0,1700.0,0.0,4093.0,0.1,20.1,20.1,0,tth,0,-20.1,67.53014238179003,67.52709960277627,0,kth,0,223.16204277901375,2594.208,2594.1458333333335,0,x,0,2594.1458333333335
1638733121.5958943,0.3948204251160518,5219.0,10.0,1616.0,0.0,4093.0,0.1,20.2,20.2,0,tth,0,-20.2,67.57214238179,67.57709960277629,0,kth,0,223.11204277901373,2589.099,2589.125,0,x,0,2589.125
1638733122.8266892,0.3768045020797651,5235.0,9.0,1540.0,0.0,4087.0,0.1,20.3,20.3,0,tth,0,-20.3,67.62514238179003,67.6270996027763,0,kth,0,223.06204277901372,2584.183,2584.1041666666665,0,x,0,2584.1041666666665
1638733124.0943227,0.3572302422314656,5156.0,10.0,1460.0,0.0,4087.0,0.1,20.400000000000002,20.4,0,tth,0,-20.4,67.68014238179,67.67709960277631,0,kth,0,223.0120427790137,2579.096,2579.0833333333335,0,x,0,2579.0833333333335
1638733125.2918527,0.3584720861900098,5114.0,10.0,1464.0,0.0,4084.0,0.1,20.5,20.5,0,tth,0,-20.5,67.72414238179002,67.72709960277629,0,kth,0,222.96204277901373,2574.0860000000002,2574.0625,0,x,0,2574.0625
