time,kappa_motors_m9,kappa_motors_m9_user_setpoint,kappa_motors_m9_sync,kappa_motors_m9_desc,kappa_motors_m9_homf,kappa_motors_m9_dval,kappa_motors_m8,kappa_motors_m8_user_setpoint,kappa_motors_m8_sync,kappa_motors_m8_desc,kappa_motors_m8_homf,kappa_motors_m8_dval,TEY,D3,D4,MCP,mesh,scaler_time
1638557814.615864,12.8,12.8,0,tth,0,-12.8,63.72114238179,63.72239670795881,0,kth,0,226.9667456738312,64241.0,9.0,56.0,0.0,20979.0,0.1
1638557815.571198,12.9,12.9,0,tth,0,-12.9,63.76814238179003,63.77239670795882,0,kth,0,226.9167456738312,63718.0,11.0,54.0,0.0,20969.0,0.1
1638557816.9849253,13.0,13.0,0,tth,0,-13.0,63.81814238179001,63.82239670795883,0,kth,0,226.8667456738312,63289.0,10.0,52.0,0.0,20976.0,0.1
1638557818.0430255,13.1,13.100000000000001,0,tth,0,-13.100000000000001,63.86814238179002,63.87239670795881,0,kth,0,226.8167456738312,62832.0,11.0,54.0,0.0,20971.0,0.1
1638557820.0428276,13.200000000000001,13.200000000000001,0,tth,0,-13.200000000000001,63.92714238179002,63.922396707958825,0,kth,0,226.7667456738312,62330.0,10.0,56.0,0.0,20971.0,0.1
1638557821.5073333,13.3,13.3,0,tth,0,-13.3,63.96814238179002,63.97239670795881,0,kth,0,226.7167456738312,61980.0,10.0,56.0,0.0,20974.0,0.1
1638557823.9781291,13.4,13.4,0,tth,0,-13.4,64.02714238179001,64.02239670795882,0,kth,0,226.6667456738312,61564.0,11.0,58.0,0.0,21002.0,0.1
1638557825.4907262,13.5,13.5,0,tth,0,-13.5,64.06914238179002,64.07239670795883,0,kth,0,226.6167456738312,61218.0,10.0,58.0,0.0,20978.0,0.1
1638557826.4662697,13.6,13.600000000000001,0,tth,0,-13.600000000000001,64.12214238179001,64.12239670795881,0,kth,0,226.5667456738312,60684.0,10.0,60.0,0.0,20980.0,0.1
1638557827.4410224,13.700000000000001,13.700000000000001,0,tth,0,-13.700000000000001,64.16914238179001,64.1723967079588,0,kth,0,226.51674567383122,60453.0,10.0,60.0,0.0,20996.0,0.1
1638557828.4099731,13.8,13.8,0,tth,0,-13.8,64.21814238179002,64.22239670795881,0,kth,0,226.4667456738312,60016.0,9.0,61.0,0.0,21010.0,0.1
1638557829.3729415,13.9,13.9,0,tth,0,-13.9,64.26814238179003,64.27239670795882,0,kth,0,226.4167456738312,59635.0,10.0,61.0,0.0,21001.0,0.1
1638557830.3831282,14.0,14.0,0,tth,0,-14.0,64.31814238179001,64.32239670795883,0,kth,0,226.3667456738312,59139.0,10.0,61.0,0.0,20986.0,0.1
1638557831.3990529,14.1,14.100000000000001,0,tth,0,-14.100000000000001,64.37214238179001,64.37239670795881,0,kth,0,226.3167456738312,58793.0,10.0,63.0,0.0,20972.0,0.1
1638557832.399902,14.200000000000001,14.200000000000001,0,tth,0,-14.200000000000001,64.41814238179,64.4223967079588,0,kth,0,226.26674567383122,58380.0,10.0,62.0,0.0,20979.0,0.1
1638557833.3542008,14.3,14.3,0,tth,0,-14.3,64.47114238179,64.47239670795881,0,kth,0,226.2167456738312,58084.0,10.0,61.0,0.0,20983.0,0.1
1638557834.3093317,14.4,14.4,0,tth,0,-14.4,64.51914238179,64.52239670795882,0,kth,0,226.1667456738312,57803.0,10.0,61.0,0.0,20994.0,0.1
1638557835.3008893,14.5,14.5,0,tth,0,-14.5,64.57114238179003,64.57239670795883,0,kth,0,226.1167456738312,57346.0,10.0,59.0,0.0,20976.0,0.1
1638557836.2950675,14.6,14.600000000000001,0,tth,0,-14.600000000000001,64.62714238179001,64.62239670795881,0,kth,0,226.0667456738312,56968.0,10.0,58.0,0.0,20968.0,0.1
1638557837.2584662,14.700000000000001,14.700000000000001,0,tth,0,-14.700000000000001,64.66814238179,64.6723967079588,0,kth,0,226.01674567383122,56641.0,10.0,55.0,0.0,20972.0,0.1
1638557838.216839,14.8,14.8,0,tth,0,-14.8,64.72014238179003,64.72239670795881,0,kth,0,225.9667456738312,56255.0,10.0,54.0,0.0,20958.0,0.1
1638557839.2248108,14.9,14.9,0,tth,0,-14.9,64.77414238179003,64.77239670795882,0,kth,0,225.9167456738312,55942.0,10.0,52.0,0.0,20952.0,0.1
1638557840.1774082,15.0,15.0,0,tth,0,-15.0,64.82614238179002,64.82239670795883,0,kth,0,225.8667456738312,55739.0,11.0,50.0,0.0,20985.0,0.1
1638557842.9515855,15.1,15.100000000000001,0,tth,0,-15.100000000000001,64.87814238179001,64.87239670795881,0,kth,0,225.8167456738312,55308.0,10.0,48.0,0.0,20967.0,0.1
1638557844.2363284,15.200000000000001,15.200000000000001,0,tth,0,-15.200000000000001,64.91914238179001,64.9223967079588,0,kth,0,225.76674567383122,55137.0,10.0,45.0,0.0,20971.0,0.1
1638557846.2904115,15.3,15.3,0,tth,0,-15.3,64.97714238179,64.97239670795881,0,kth,0,225.7167456738312,54701.0,10.0,44.0,0.0,20963.0,0.1
1638557847.7348144,15.4,15.4,0,tth,0,-15.4,65.02014238179001,65.02239670795882,0,kth,0,225.6667456738312,54329.0,10.0,40.0,0.0,20969.0,0.1
1638557848.934618,15.5,15.5,0,tth,0,-15.5,65.07714238179003,65.07239670795883,0,kth,0,225.6167456738312,53987.0,10.0,38.0,0.0,20955.0,0.1
1638557850.0686982,15.6,15.600000000000001,0,tth,0,-15.600000000000001,65.11814238179002,65.12239670795881,0,kth,0,225.5667456738312,53805.0,11.0,35.0,0.0,20975.0,0.1
1638557851.1685057,15.700000000000001,15.700000000000001,0,tth,0,-15.700000000000001,65.16914238179001,65.1723967079588,0,kth,0,225.51674567383122,53477.0,10.0,32.0,0.0,20964.0,0.1
1638557852.2421727,15.8,15.8,0,tth,0,-15.8,65.22214238179001,65.22239670795881,0,kth,0,225.4667456738312,53067.0,10.0,32.0,0.0,20944.0,0.1
